record_id,timestamp,shipment_id,candidate_route_id,origin,destination,cargo_type,cargo_weight_kg,cost_sar,total_transit_time_hours,capacity_available_kg,reliability_score,num_connections,priority,airline,distance_km,weather_risk_score,season,load_factor,shc_code,optimization_score
RTE_009427,2025-12-30 10:37:00,SHP_002092,CR_02,LAX,JED,Perishable,203.55,40420.2,21.04,5199.99,0.81,1,Standard,Saudia Cargo,13400,0.16,Winter,0.82,ICE,0.699
RTE_018216,2025-09-10 00:03:00,SHP_004037,CR_03,SIN,JED,Perishable,423.25,19642.1,13.54,3043.75,0.79,1,Standard,Singapore Airlines Cargo,7100,0.32,Monsoon,0.88,PER,0.743
RTE_008841,2025-05-05 09:09:00,SHP_001965,CR_03,BOM,JED,Pharmaceutical,507.43,22994.74,5.42,3168.67,0.87,0,Express,Turkish Cargo,3650,0.44,Summer,0.68,ICE,0.917
RTE_004253,2025-10-06 08:19:00,SHP_000941,CR_03,FRA,JED,General,3312.39,16394.97,17.41,7638.89,0.74,2,Standard,Qatar Airways Cargo,4200,0.23,Monsoon,0.78,GEN,0.578
RTE_005555,2025-10-07 05:00:00,SHP_001236,CR_04,BOM,JED,General,1578.6,11532.81,16.07,11697.25,0.72,2,Economy,Qatar Airways Cargo,3650,0.23,Monsoon,0.82,GEN,0.52
RTE_010192,2025-09-27 12:23:00,SHP_002256,CR_05,ADD,JED,Perishable,444.08,9057.2,6.35,4403.88,0.82,1,Express,Qatar Airways Cargo,1650,0.33,Monsoon,0.56,PER,0.803
RTE_018400,2026-01-03 18:36:00,SHP_004078,CR_02,HKG,JED,Pharmaceutical,2495.8,37168.29,16.42,14302.19,0.8,1,Express,Korean Air Cargo,7800,0.19,Winter,0.73,ICE,0.592
RTE_018201,2026-01-09 07:17:00,SHP_004034,CR_01,ATL,JED,Perishable,2139.87,31436.1,18.35,12123.76,0.9,0,Economy,Etihad Cargo,11100,0.24,Winter,0.68,FRO,0.91
RTE_008343,2025-09-07 03:32:00,SHP_001857,CR_05,KWI,JED,Pharmaceutical,924.03,8109.37,2.46,2827.93,0.85,0,Standard,Emirates SkyCargo,1250,0.3,Monsoon,0.73,ICE,0.944
RTE_010855,2025-06-22 21:53:00,SHP_002400,CR_06,ATL,JED,Dangerous,4655.97,37955.61,19.23,6307.51,0.79,1,Economy,Saudia Cargo,11100,0.32,Summer,0.64,CAO,0.568
RTE_015698,2025-05-13 11:45:00,SHP_003471,CR_03,FRA,JED,General,2129.04,13581.23,10.51,10794.64,0.77,1,Standard,Saudia Cargo,4200,0.44,Summer,0.55,GEN,0.706
RTE_005164,2025-04-08 14:53:00,SHP_001145,CR_02,ICN,JED,General,1843.33,35730.13,16.57,8175.41,0.81,1,Express,Singapore Airlines Cargo,8500,0.28,Spring,0.49,GEN,0.561
RTE_004547,2025-05-19 12:06:00,SHP_001006,CR_01,CDG,JED,General,2368.01,16897.3,9.03,8839.69,0.76,1,Standard,Cathay Cargo,4470,0.39,Summer,0.76,GEN,0.926
RTE_008624,2025-05-13 03:01:00,SHP_001918,CR_04,BRU,JED,Perishable,1799.53,22416.52,7.17,10093.52,0.82,0,Standard,Korean Air Cargo,4520,0.44,Summer,0.75,FRO,0.945
RTE_006302,2025-04-14 17:07:00,SHP_001404,CR_06,CDG,JED,Heavy,10075.73,50346.08,6.35,17810.27,0.89,0,Express,Emirates SkyCargo,4470,0.25,Spring,0.59,ELI,0.926
RTE_004937,2025-07-22 02:01:00,SHP_001094,CR_02,BRU,JED,General,3345.73,24202.32,6.07,12865.16,0.87,0,Express,Turkish Cargo,4520,0.41,Summer,0.71,GEN,0.917
RTE_014790,2025-08-28 10:40:00,SHP_003274,CR_01,HKG,JED,Dangerous,1330.7,22383.92,12.4,9112.32,0.76,1,Economy,Qatar Airways Cargo,7800,0.48,Summer,0.61,CAO,0.709
RTE_002102,2025-08-15 12:49:00,SHP_000462,CR_02,HKG,JED,Pharmaceutical,1049.1,34855.75,16.28,11300.02,0.77,1,Express,Qatar Airways Cargo,7800,0.5,Summer,0.61,PER,0.597
RTE_013664,2026-01-11 12:28:00,SHP_003023,CR_06,ICN,JED,Dangerous,1672.14,37339.33,12.37,9453.27,0.88,0,Express,Korean Air Cargo,8500,0.18,Winter,0.7,DGR,0.926
RTE_000102,2025-04-13 09:32:00,SHP_000025,CR_03,NBO,JED,Pharmaceutical,1595.45,16162.74,4.44,4567.15,0.85,0,Express,Turkish Cargo,2400,0.28,Spring,0.49,PER,0.875
RTE_012106,2025-07-04 22:52:00,SHP_002678,CR_06,PVG,JED,Pharmaceutical,300.27,19187.57,17.34,8814.93,0.72,2,Economy,Cargolux,8750,0.39,Summer,0.53,ICE,0.558
RTE_006464,2025-04-09 09:46:00,SHP_001437,CR_06,NBO,JED,Valuable,457.76,8517.41,8.28,3264.73,0.77,1,Standard,Saudia Cargo,2400,0.28,Spring,0.38,VAL,0.861
RTE_013313,2026-01-09 14:52:00,SHP_002944,CR_02,HKG,JED,Valuable,497.99,32176.1,14.19,4654.03,0.81,1,Express,Cargolux,7800,0.2,Winter,0.82,VAL,0.749
RTE_017581,2026-02-12 21:07:00,SHP_003892,CR_06,ICN,JED,Valuable,466.96,17660.69,16.34,8210.98,0.81,1,Economy,Saudia Cargo,8500,0.22,Winter,0.76,VAL,0.746
RTE_002744,2025-08-02 08:29:00,SHP_000604,CR_04,HKG,JED,Heavy,4539.05,37090.56,17.2,15149.93,0.73,1,Standard,Cathay Cargo,7800,0.46,Summer,0.82,ELI,0.786
RTE_012649,2026-01-15 05:28:00,SHP_002795,CR_05,NRT,JED,Pharmaceutical,2108.93,30484.48,18.36,4838.24,0.82,1,Standard,Cathay Cargo,9500,0.23,Winter,0.61,PER,0.825
RTE_018081,2025-09-26 05:00:00,SHP_004006,CR_04,ADD,JED,Pharmaceutical,895.61,10190.45,2.38,10217.02,0.85,0,Standard,Emirates SkyCargo,1650,0.33,Monsoon,0.85,PER,0.938
RTE_004195,2025-07-21 09:31:00,SHP_000929,CR_01,IST,JED,Valuable,1006.01,11066.94,4.23,7105.87,0.88,0,Economy,Qatar Airways Cargo,2400,0.41,Summer,0.82,VAL,0.974
RTE_008669,2025-04-27 05:39:00,SHP_001927,CR_01,ICN,JED,Perishable,1631.15,34103.61,14.13,8429.22,0.86,0,Express,Saudia Cargo,8500,0.31,Spring,0.76,PER,0.972
RTE_017287,2025-12-23 10:55:00,SHP_003829,CR_02,JFK,JED,Perishable,302.09,33936.74,15.48,6484.91,0.91,0,Standard,Singapore Airlines Cargo,10200,0.21,Winter,0.56,ICE,0.926
RTE_020276,2025-08-05 16:13:00,SHP_004506,CR_06,LHR,JED,Valuable,1102.22,28602.95,10.37,13661.68,0.77,1,Express,Etihad Cargo,4740,0.44,Summer,0.49,VAL,0.604
RTE_004345,2025-12-12 19:20:00,SHP_000960,CR_05,IST,JED,Heavy,6365.77,45495.46,4.35,16592.06,0.91,0,Express,Cathay Cargo,2400,0.21,Winter,0.88,ELM,0.829
RTE_012301,2026-02-04 16:40:00,SHP_002720,CR_02,KWI,JED,Pharmaceutical,1634.51,13958.8,1.48,4761.81,0.87,0,Express,Qatar Airways Cargo,1250,0.2,Winter,0.49,PER,0.937
RTE_002731,2025-05-22 11:21:00,SHP_000602,CR_02,JNB,JED,Pharmaceutical,2353.45,36354.73,15.51,9299.61,0.78,1,Express,Saudia Cargo,6400,0.45,Summer,0.74,PER,0.573
RTE_000397,2025-11-27 11:25:00,SHP_000088,CR_06,ADD,JED,General,1608.55,8034.54,8.07,3315.29,0.83,1,Standard,Singapore Airlines Cargo,1650,0.18,Monsoon,0.76,GEN,0.738
RTE_001665,2026-01-03 23:52:00,SHP_000368,CR_01,NRT,JED,General,3150.56,30406.27,17.21,9245.65,0.84,1,Standard,Etihad Cargo,9500,0.23,Winter,0.89,GEN,0.943
RTE_007285,2025-09-19 23:36:00,SHP_001620,CR_03,NBO,JED,Dangerous,1415.66,12826.25,8.49,3751.3,0.78,1,Standard,Saudia Cargo,2400,0.3,Monsoon,0.54,CAO,0.695
RTE_015172,2025-10-10 15:50:00,SHP_003357,CR_05,ATL,JED,Dangerous,3854.79,54326.04,14.27,14179.11,0.86,0,Standard,Korean Air Cargo,11100,0.25,Monsoon,0.74,CAO,0.843
RTE_005200,2025-05-25 07:22:00,SHP_001155,CR_02,DXB,JED,Perishable,111.26,7009.59,7.23,2296.51,0.75,1,Express,Etihad Cargo,1700,0.38,Summer,0.65,ICE,0.678
RTE_001477,2025-06-21 09:38:00,SHP_000326,CR_05,HKG,JED,Perishable,2309.91,28410.66,16.23,3226.21,0.8,1,Standard,Singapore Airlines Cargo,7800,0.35,Summer,0.82,ICE,0.587
RTE_017756,2025-06-15 05:19:00,SHP_003932,CR_02,NRT,JED,General,3408.73,19797.18,19.28,11917.19,0.72,2,Economy,Korean Air Cargo,9500,0.33,Summer,0.68,GEN,0.669
RTE_004780,2025-12-12 11:43:00,SHP_001059,CR_01,ORD,JED,Pharmaceutical,454.01,36031.38,18.09,5599.94,0.83,1,Standard,Korean Air Cargo,10650,0.16,Winter,0.65,ICE,0.766
RTE_003590,2025-07-04 07:52:00,SHP_000791,CR_02,NBO,JED,Heavy,7105.64,48786.24,5.1,12006.97,0.83,0,Standard,Cathay Cargo,2400,0.42,Summer,0.64,ELM,0.822
RTE_017787,2025-04-17 09:18:00,SHP_003938,CR_05,ADD,JED,Valuable,1315.98,10674.5,11.53,6956.5,0.7,2,Standard,Singapore Airlines Cargo,1650,0.25,Spring,0.74,VAL,0.591
RTE_020724,2025-06-11 11:13:00,SHP_004607,CR_04,CDG,JED,General,1213.68,18544.67,7.39,14065.29,0.85,0,Express,Cathay Cargo,4470,0.36,Summer,0.65,GEN,0.93
RTE_006651,2025-11-11 09:23:00,SHP_001475,CR_05,FRA,JED,Heavy,8881.84,61136.12,8.54,14051.4,0.84,1,Standard,Saudia Cargo,4200,0.25,Monsoon,0.61,ELI,0.598
RTE_000636,2026-02-27 14:31:00,SHP_000140,CR_05,HKG,JED,Pharmaceutical,1375.96,31736.13,18.11,9874.97,0.84,1,Standard,Qatar Airways Cargo,7800,0.25,Winter,0.59,PER,0.668
RTE_000818,2025-08-17 22:15:00,SHP_000182,CR_06,FRA,JED,Dangerous,1004.58,14746.67,6.24,7810.98,0.85,0,Economy,Singapore Airlines Cargo,4200,0.45,Summer,0.6,CAO,0.964
RTE_015932,2025-08-29 16:13:00,SHP_003523,CR_01,SIN,JED,General,796.25,18399.2,11.1,5576.32,0.85,0,Standard,Lufthansa Cargo,7100,0.48,Summer,0.89,GEN,0.914
RTE_016297,2025-06-25 15:20:00,SHP_003608,CR_01,ORD,JED,Perishable,701.39,35856.98,16.41,801.39,0.86,0,Standard,Lufthansa Cargo,10650,0.33,Summer,0.71,PER,0.681
RTE_003342,2025-07-15 02:28:00,SHP_000736,CR_03,NRT,JED,Dangerous,957.21,25821.54,18.13,11785.87,0.76,1,Standard,Turkish Cargo,9500,0.38,Summer,0.48,DGR,0.962
RTE_018949,2025-05-28 19:59:00,SHP_004202,CR_03,AMS,JED,Heavy,3598.99,27539.13,7.15,6119.15,0.87,0,Standard,Lufthansa Cargo,4620,0.45,Summer,0.63,ELI,0.932
RTE_000051,2025-12-07 03:03:00,SHP_000013,CR_04,DXB,JED,General,259.39,5148.61,11.14,1176.65,0.73,2,Standard,Saudia Cargo,1700,0.17,Winter,0.64,GEN,0.647
RTE_017091,2026-02-19 12:20:00,SHP_003785,CR_02,NRT,JED,General,456.95,26978.75,17.44,7798.15,0.82,1,Express,Korean Air Cargo,9500,0.24,Winter,0.59,GEN,0.623
RTE_006535,2025-03-22 22:37:00,SHP_001453,CR_01,ATL,JED,Heavy,4120.81,43609.24,15.39,13618.25,0.89,0,Economy,Qatar Airways Cargo,11100,0.25,Spring,0.86,ELM,0.936
RTE_009621,2026-01-07 06:50:00,SHP_002132,CR_02,BOM,JED,Valuable,108.53,22001.54,6.4,12886.78,0.91,0,Express,Singapore Airlines Cargo,3650,0.16,Winter,0.55,VAL,0.923
RTE_009133,2026-02-07 17:04:00,SHP_002030,CR_04,AMS,JED,Perishable,1477.87,15718.01,9.49,7348.86,0.84,1,Standard,Qatar Airways Cargo,4620,0.18,Winter,0.73,PER,0.785
RTE_005046,2025-04-15 10:15:00,SHP_001119,CR_04,CAI,JED,General,3707.62,13926.84,3.23,13654.36,0.88,0,Express,Cargolux,1220,0.31,Spring,0.56,GEN,0.942
RTE_000708,2025-08-11 08:52:00,SHP_000157,CR_03,DXB,JED,Dangerous,3714.74,29103.86,3.31,7153.02,0.85,0,Economy,Cathay Cargo,1700,0.47,Summer,0.78,DGR,0.861
RTE_001687,2025-07-23 23:43:00,SHP_000372,CR_04,JNB,JED,Perishable,847.69,16260.07,14.11,3357.55,0.76,1,Standard,Turkish Cargo,6400,0.38,Summer,0.6,ICE,0.741
RTE_009413,2026-02-11 02:11:00,SHP_002089,CR_03,DOH,JED,Pharmaceutical,2052.21,9230.67,6.41,11844.93,0.79,1,Standard,Turkish Cargo,1320,0.21,Winter,0.59,PER,0.965
RTE_005358,2025-10-26 20:17:00,SHP_001191,CR_01,BOM,JED,Perishable,608.38,11802.05,5.46,3268.21,0.89,0,Standard,Cargolux,3650,0.27,Monsoon,0.7,FRO,0.909
RTE_004102,2025-03-31 05:38:00,SHP_000907,CR_02,DXB,JED,Heavy,6653.15,37628.3,5.3,9808.97,0.8,1,Standard,Korean Air Cargo,1700,0.26,Spring,0.78,ELI,0.593
RTE_002778,2025-12-13 17:41:00,SHP_000611,CR_03,JFK,JED,Dangerous,2070.36,33110.23,15.53,3714.67,0.92,0,Economy,Korean Air Cargo,10200,0.21,Winter,0.72,DGR,0.782
RTE_006429,2026-02-09 04:12:00,SHP_001430,CR_02,DXB,JED,General,1194.03,8546.95,2.47,5516.2,0.89,0,Standard,Saudia Cargo,1700,0.21,Winter,0.72,GEN,0.952
RTE_000725,2025-09-18 22:53:00,SHP_000161,CR_03,DOH,JED,Valuable,289.79,4908.13,2.24,11355.18,0.87,0,Economy,Korean Air Cargo,1320,0.3,Monsoon,0.6,VAL,0.954
RTE_019248,2025-11-23 11:08:00,SHP_004272,CR_02,HKG,JED,Perishable,1457.57,24016.77,20.25,1887.49,0.74,2,Standard,Korean Air Cargo,7800,0.22,Monsoon,0.7,ICE,0.374
RTE_016605,2025-06-28 23:38:00,SHP_003676,CR_05,BOM,JED,Perishable,2399.33,28738.25,6.04,14812.93,0.85,0,Express,Singapore Airlines Cargo,3650,0.36,Summer,0.51,PER,0.818
RTE_000837,2025-03-05 07:16:00,SHP_000186,CR_04,LAX,JED,Perishable,2992.79,49456.56,17.42,3268.47,0.88,0,Standard,Singapore Airlines Cargo,13400,0.28,Spring,0.78,ICE,0.973
RTE_009469,2025-04-08 11:00:00,SHP_002100,CR_05,IST,JED,Heavy,7828.91,35908.18,9.57,15108.94,0.77,1,Express,Saudia Cargo,2400,0.31,Spring,0.66,ELM,0.608
RTE_016520,2025-07-06 04:56:00,SHP_003658,CR_03,FRA,JED,Perishable,521.04,10893.74,7.59,4193.75,0.85,0,Economy,Korean Air Cargo,4200,0.37,Summer,0.65,PER,0.924
RTE_000434,2025-04-25 13:08:00,SHP_000097,CR_02,AUH,JED,Heavy,6550.31,25575.93,4.37,11660.09,0.79,1,Express,Cargolux,1650,0.27,Spring,0.68,ELI,0.784
RTE_006668,2025-07-16 16:01:00,SHP_001480,CR_03,ADD,JED,General,1893.68,7639.22,8.05,7978.12,0.77,1,Economy,Cargolux,1650,0.38,Summer,0.65,GEN,0.816
RTE_013378,2025-06-01 09:17:00,SHP_002959,CR_03,IST,JED,Valuable,123.48,8382.23,10.32,7034.12,0.77,1,Standard,Singapore Airlines Cargo,2400,0.33,Summer,0.55,VAL,0.836
RTE_012512,2025-03-11 03:52:00,SHP_002767,CR_02,ATL,JED,Valuable,232.3,24975.21,16.58,3715.24,0.87,0,Economy,Qatar Airways Cargo,11100,0.23,Spring,0.89,VAL,0.836
RTE_011425,2025-07-23 01:53:00,SHP_002527,CR_04,BOM,JED,Pharmaceutical,574.64,17744.32,10.44,4547.04,0.8,1,Express,Turkish Cargo,3650,0.39,Summer,0.89,PER,0.614
RTE_017084,2025-07-08 17:59:00,SHP_003783,CR_04,AUH,JED,General,142.12,5668.59,3.42,5341.95,0.84,0,Standard,Cathay Cargo,1650,0.37,Summer,0.79,GEN,0.896
RTE_012462,2025-09-03 13:20:00,SHP_002756,CR_01,DOH,JED,Pharmaceutical,793.58,10990.89,9.09,5267.87,0.77,1,Express,Cathay Cargo,1320,0.34,Monsoon,0.62,ICE,0.631
RTE_020418,2025-03-06 17:54:00,SHP_004540,CR_02,MIA,JED,Dangerous,618.95,44360.01,20.5,6463.77,0.78,1,Express,Turkish Cargo,11400,0.27,Spring,0.81,CAO,0.545
RTE_001027,2025-12-29 05:08:00,SHP_000227,CR_03,DXB,JED,General,2547.76,13491.22,9.35,11734.06,0.82,1,Express,Cargolux,1700,0.22,Winter,0.71,GEN,0.602
RTE_017500,2025-05-25 10:51:00,SHP_003876,CR_02,BOM,JED,General,2600.38,16335.11,8.05,14065.01,0.79,1,Express,Etihad Cargo,3650,0.44,Summer,0.92,GEN,0.698
RTE_019215,2025-08-14 10:10:00,SHP_004264,CR_02,CDG,JED,Heavy,5302.61,34834.0,9.32,7518.67,0.73,1,Standard,Emirates SkyCargo,4470,0.48,Summer,0.81,ELM,0.615
RTE_018780,2026-01-25 19:23:00,SHP_004165,CR_03,JNB,JED,General,1644.09,19652.07,19.12,10469.31,0.71,2,Standard,Saudia Cargo,6400,0.18,Winter,0.97,GEN,0.638
RTE_020556,2025-12-13 18:41:00,SHP_004571,CR_01,HKG,JED,Heavy,10414.74,44176.13,13.39,16831.13,0.88,0,Standard,Cathay Cargo,7800,0.17,Winter,0.77,ELI,0.947
RTE_013817,2025-04-20 22:22:00,SHP_003057,CR_02,AMS,JED,Valuable,1172.56,21435.35,18.42,6091.8,0.69,2,Standard,Saudia Cargo,4620,0.26,Spring,0.63,VAL,0.835
RTE_005036,2025-10-21 02:01:00,SHP_001117,CR_03,DEL,JED,Perishable,2953.57,19512.28,8.38,3410.57,0.81,1,Standard,Cargolux,3900,0.23,Monsoon,0.54,PER,0.602
RTE_006978,2025-10-14 18:42:00,SHP_001552,CR_01,IST,JED,Valuable,108.53,8210.99,3.46,4955.2,0.86,0,Standard,Lufthansa Cargo,2400,0.23,Monsoon,0.65,VAL,0.963
RTE_001159,2025-12-25 03:25:00,SHP_000255,CR_03,AMS,JED,Perishable,1870.47,21936.77,10.47,11767.1,0.8,1,Standard,Etihad Cargo,4620,0.21,Winter,0.59,PER,0.766
RTE_000129,2025-12-02 01:22:00,SHP_000031,CR_01,DOH,JED,General,983.96,6522.73,3.0,10479.87,0.88,0,Standard,Qatar Airways Cargo,1320,0.2,Winter,0.75,GEN,0.944
RTE_005246,2025-10-31 04:25:00,SHP_001165,CR_02,ATL,JED,Dangerous,535.68,40052.11,20.55,3504.29,0.79,1,Standard,Emirates SkyCargo,11100,0.26,Monsoon,0.58,DGR,0.759
RTE_004008,2025-10-31 00:17:00,SHP_000885,CR_03,JFK,JED,Pharmaceutical,1941.71,23364.77,21.56,2041.71,0.78,1,Economy,Cargolux,10200,0.3,Monsoon,0.64,ICE,0.607
RTE_016805,2025-12-08 19:14:00,SHP_003721,CR_04,ICN,JED,Pharmaceutical,2362.36,40621.73,19.07,9241.55,0.85,1,Express,Singapore Airlines Cargo,8500,0.15,Winter,0.9,PER,0.715
RTE_003902,2025-09-16 02:03:00,SHP_000864,CR_02,JFK,JED,Dangerous,1257.56,29877.11,14.39,3241.77,0.9,0,Economy,Turkish Cargo,10200,0.3,Monsoon,0.67,CAO,0.961
RTE_009200,2026-01-14 20:54:00,SHP_002045,CR_01,IST,JED,Dangerous,1457.37,17094.68,6.29,8114.05,0.81,1,Standard,Etihad Cargo,2400,0.19,Winter,0.79,DGR,0.794
RTE_000124,2025-05-05 19:34:00,SHP_000030,CR_02,MIA,JED,Perishable,1663.57,29641.04,23.21,1763.57,0.78,1,Economy,Saudia Cargo,11400,0.42,Summer,0.7,PER,0.462
RTE_001248,2026-01-21 23:17:00,SHP_000277,CR_02,HKG,JED,Dangerous,3781.25,37051.26,10.49,5673.95,0.88,0,Standard,Saudia Cargo,7800,0.22,Winter,0.71,CAO,0.902
RTE_000821,2025-04-15 06:28:00,SHP_000183,CR_03,MIA,JED,Dangerous,3272.23,51037.09,21.46,9836.16,0.78,1,Standard,Emirates SkyCargo,11400,0.29,Spring,0.73,DGR,0.602
RTE_017797,2025-04-21 14:32:00,SHP_003940,CR_05,NRT,JED,Pharmaceutical,2342.39,27383.6,24.04,3003.51,0.74,2,Economy,Emirates SkyCargo,9500,0.31,Spring,0.82,PER,0.383
RTE_013707,2025-07-06 20:09:00,SHP_003034,CR_01,LAX,JED,General,2725.61,56855.72,23.22,15709.36,0.76,1,Express,Lufthansa Cargo,13400,0.38,Summer,0.59,GEN,0.855
RTE_009726,2025-07-22 06:17:00,SHP_002156,CR_01,LHR,JED,General,1015.69,12716.67,10.11,8865.74,0.75,1,Standard,Emirates SkyCargo,4740,0.37,Summer,0.65,GEN,0.793
RTE_006203,2025-10-03 23:46:00,SHP_001384,CR_05,CAI,JED,Dangerous,1223.87,7042.67,5.53,12273.06,0.83,1,Standard,Saudia Cargo,1220,0.23,Monsoon,0.57,DGR,0.718
RTE_017798,2025-04-21 14:32:00,SHP_003940,CR_06,NRT,JED,Pharmaceutical,2342.39,27273.5,15.37,3831.76,0.87,0,Economy,Turkish Cargo,9500,0.31,Spring,0.8,ICE,0.918
RTE_005377,2025-12-08 08:36:00,SHP_001194,CR_06,KWI,JED,Perishable,2367.54,16623.33,2.44,15135.06,0.92,0,Express,Cargolux,1250,0.18,Winter,0.8,ICE,0.989
RTE_010425,2025-03-17 02:51:00,SHP_002309,CR_02,CDG,JED,Heavy,7190.39,50985.11,10.43,19842.47,0.82,1,Express,Korean Air Cargo,4470,0.2,Spring,0.62,ELI,0.579
RTE_012311,2025-11-09 04:31:00,SHP_002723,CR_01,CDG,JED,General,1529.78,10510.88,16.48,2980.89,0.76,2,Economy,Cathay Cargo,4470,0.21,Monsoon,0.67,GEN,0.617
RTE_009332,2025-03-10 02:55:00,SHP_002072,CR_02,NBO,JED,Perishable,835.38,8552.37,9.2,8515.15,0.7,2,Economy,Cargolux,2400,0.21,Spring,0.57,PER,0.553
RTE_013540,2026-01-26 17:15:00,SHP_002997,CR_01,SIN,JED,Pharmaceutical,1662.49,36076.69,10.42,12817.42,0.88,0,Express,Singapore Airlines Cargo,7100,0.16,Winter,0.81,ICE,0.927
RTE_002333,2026-02-12 20:09:00,SHP_000515,CR_03,ATL,JED,Perishable,2255.93,24210.21,22.02,11381.42,0.79,1,Economy,Etihad Cargo,11100,0.25,Winter,0.98,ICE,0.885
RTE_009827,2025-04-09 14:00:00,SHP_002178,CR_02,DXB,JED,Dangerous,1048.52,12718.77,5.45,10076.33,0.78,1,Standard,Turkish Cargo,1700,0.27,Spring,0.96,DGR,0.887
RTE_020117,2025-05-07 08:31:00,SHP_004472,CR_04,PVG,JED,General,2332.0,18359.6,12.33,6142.34,0.85,0,Economy,Emirates SkyCargo,8750,0.38,Summer,0.52,GEN,0.892
RTE_004049,2025-09-03 22:15:00,SHP_000895,CR_02,DXB,JED,Perishable,1154.82,11416.86,3.35,2307.71,0.88,0,Standard,Lufthansa Cargo,1700,0.34,Monsoon,0.95,ICE,0.978
RTE_019386,2025-11-19 01:49:00,SHP_004304,CR_04,DOH,JED,Perishable,1895.14,10476.83,8.07,13720.86,0.82,1,Express,Saudia Cargo,1320,0.22,Monsoon,0.55,FRO,0.593
RTE_014350,2025-12-28 22:45:00,SHP_003177,CR_02,DXB,JED,Dangerous,4404.71,24284.09,2.37,8201.73,0.93,0,Express,Emirates SkyCargo,1700,0.18,Winter,0.88,CAO,0.842
RTE_002949,2026-02-19 04:09:00,SHP_000649,CR_05,ORD,JED,Valuable,1180.97,59723.2,20.02,4686.24,0.81,1,Express,Emirates SkyCargo,10650,0.24,Winter,0.58,VAL,0.662
RTE_014677,2025-07-01 14:09:00,SHP_003248,CR_03,AUH,JED,General,3317.43,12353.37,7.39,4728.72,0.8,1,Standard,Qatar Airways Cargo,1650,0.38,Summer,0.63,GEN,0.592
RTE_005454,2025-08-01 08:54:00,SHP_001213,CR_01,MAD,JED,Heavy,7445.2,30399.94,8.16,17112.38,0.86,0,Economy,Cathay Cargo,5180,0.45,Summer,0.61,ELI,0.922
RTE_018413,2025-11-18 19:57:00,SHP_004081,CR_01,KWI,JED,Dangerous,3823.04,23400.03,7.13,8092.8,0.83,1,Express,Cargolux,1250,0.24,Monsoon,0.57,CAO,0.791
RTE_020637,2025-09-29 16:59:00,SHP_004589,CR_03,PVG,JED,Heavy,8904.44,67400.77,14.46,18654.02,0.78,1,Express,Emirates SkyCargo,8750,0.35,Monsoon,0.53,ELI,0.557
RTE_009353,2026-02-01 16:33:00,SHP_002076,CR_02,FRA,JED,Perishable,762.74,12443.02,6.44,10688.19,0.87,0,Economy,Lufthansa Cargo,4200,0.21,Winter,0.84,FRO,0.854
RTE_018647,2025-11-04 05:38:00,SHP_004134,CR_01,SIN,JED,Dangerous,4533.71,57080.0,11.15,6208.98,0.87,0,Express,Lufthansa Cargo,7100,0.21,Monsoon,0.61,DGR,0.737
RTE_014303,2025-05-14 12:37:00,SHP_003167,CR_03,JNB,JED,General,3133.91,26683.02,14.56,6753.58,0.75,1,Standard,Emirates SkyCargo,6400,0.45,Summer,0.75,GEN,0.927
RTE_008285,2025-03-11 09:53:00,SHP_001845,CR_04,KWI,JED,General,3579.58,12225.45,3.32,12829.39,0.87,0,Economy,Singapore Airlines Cargo,1250,0.26,Spring,0.89,GEN,0.819
RTE_001359,2025-12-12 11:07:00,SHP_000301,CR_02,DEL,JED,General,1968.76,19199.77,8.33,11642.97,0.85,1,Express,Korean Air Cargo,3900,0.21,Winter,0.89,GEN,0.945
RTE_000897,2025-09-14 22:54:00,SHP_000200,CR_06,SIN,JED,Dangerous,1508.23,41145.63,14.3,10873.1,0.78,1,Express,Emirates SkyCargo,7100,0.31,Monsoon,0.74,CAO,0.629
RTE_000964,2025-11-20 11:32:00,SHP_000215,CR_02,DEL,JED,Pharmaceutical,747.16,25319.9,6.15,13293.52,0.92,0,Express,Turkish Cargo,3900,0.21,Monsoon,0.81,ICE,0.96
RTE_009569,2025-04-23 09:00:00,SHP_002121,CR_02,LAX,JED,Perishable,1501.38,27900.91,24.18,11772.74,0.77,1,Economy,Saudia Cargo,13400,0.25,Spring,0.71,FRO,0.951
RTE_003015,2025-04-08 18:05:00,SHP_000663,CR_01,BOM,JED,Valuable,806.81,15379.23,11.54,2152.12,0.69,2,Standard,Qatar Airways Cargo,3650,0.28,Spring,0.75,VAL,0.786
RTE_014625,2025-11-25 10:22:00,SHP_003238,CR_01,DXB,JED,Perishable,1295.56,12698.16,7.39,8221.65,0.82,1,Express,Turkish Cargo,1700,0.18,Monsoon,0.73,PER,0.583
RTE_001960,2025-07-12 00:49:00,SHP_000432,CR_04,JNB,JED,Pharmaceutical,961.99,21305.58,14.34,3003.8,0.67,2,Standard,Turkish Cargo,6400,0.41,Summer,0.68,PER,0.604
RTE_014367,2025-09-19 01:16:00,SHP_003180,CR_05,BRU,JED,Dangerous,1356.48,26404.12,9.48,2830.21,0.81,1,Express,Turkish Cargo,4520,0.33,Monsoon,0.74,DGR,0.596
RTE_004227,2025-09-03 15:48:00,SHP_000935,CR_04,AMS,JED,Valuable,793.5,21827.87,11.35,893.5,0.79,1,Standard,Turkish Cargo,4620,0.33,Monsoon,0.89,VAL,0.642
